mode,samples,mae_mean,mae_std,nmse_mean,nmse_std,cosine_mean,cosine_std
outdated,500,0.6940170065164566,0.18401245627417162,1.4627181593775749,0.9444370592227431,0.5523549413383007,0.19247387419884943
pred,500,0.6174170937538147,0.16446955180263212,1.087965522646904,0.5610283108770749,0.5503835453093052,0.194105829044099
