mode,samples,mae_mean,mae_std,nmse_mean,nmse_std,cosine_mean,cosine_std
outdated,500,0.7454291512966156,0.19712228499420661,1.6865427959561348,1.2103533472206496,0.5098300898112357,0.1961139373651786
pred,500,0.659679091334343,0.17533465994429784,1.2405951546132565,0.6694790481177041,0.5086469374783337,0.19813623978537237
