mode,samples,mae_mean,mae_std,nmse_mean,nmse_std,cosine_mean,cosine_std
outdated,500,0.7454291512966156,0.19712228499420661,1.6865427959561348,1.2103533472206496,0.5098300898112357,0.1961139373651786
pred,500,0.6540112962126732,0.17382304961286327,1.209755130648613,0.629751836080467,0.5072929433621466,0.19951302044509706
