mode,samples,mae_mean,mae_std,nmse_mean,nmse_std,cosine_mean,cosine_std
outdated,500,0.5098234353959561,0.13578459002537624,0.8216206664294005,0.6345275125298729,0.7195477814637125,0.1701776342947479
pred,500,0.4695484184026718,0.12495194252135004,0.6451166859418154,0.3925705506384074,0.7153301527574658,0.1701593273758717
