mode,samples,mae_mean,mae_std,nmse_mean,nmse_std,cosine_mean,cosine_std
outdated,500,0.5098234353959561,0.13578459002537624,0.8216206664294005,0.6345275125298729,0.7195477814637125,0.1701776342947479
pred,500,0.4703652338981628,0.12541145903684567,0.6402511191219091,0.36794158935168486,0.7132627220898866,0.17040538126825613
