mode,layer,class_name,rel_l2,mae,mse,cosine,samples
pred,p3,truck,0.676215915568173,0.5430697714909911,0.5912722304463387,0.6709555667825043,80
pred,p3,bus,0.6766039313872655,0.566898040274779,0.6495752634356419,0.6615248092341547,75
pred,p3,train,0.6057332903146744,0.5298932133750482,0.5618814819238402,0.7443530613725836,22
pred,p3,motorcycle,0.6333917695027526,0.4678761689092523,0.4355193384752799,0.7114361821052929,93
pred,p3,bicycle,0.6711365977622952,0.5130868298184476,0.538955508444312,0.6729579672746338,331
pred,p4,person,0.620170658254564,0.44332948330780514,0.3991603372302696,0.7282903047134528,401
pred,p4,rider,0.635223644406428,0.46223712802345573,0.4349713069276347,0.713225150812167,253
pred,p4,car,0.6347497372759436,0.5475787813755758,0.6182939464822568,0.6942864133665634,478
pred,p4,truck,0.6743168724700809,0.5406132977455854,0.5824617711827159,0.6785707822069525,80
pred,p4,bus,0.6866072748104731,0.5888139966130257,0.7017879241953293,0.6474016081914306,75
pred,p4,train,0.6365712163123217,0.5547593154690482,0.6117852955040607,0.7138421589677985,22
pred,p4,motorcycle,0.629203303366579,0.4682441161524865,0.42596613407455464,0.7268571394585794,93
pred,p4,bicycle,0.6727818109747866,0.5084404032058406,0.5234717507171375,0.6769800686257753,331
pred,p5,person,0.669507946976997,0.4172893773922302,0.33596998502145015,0.7125716379418635,401
pred,p5,rider,0.6756829889748879,0.40900942017673975,0.32442400042748026,0.7146006402644244,253
pred,p5,car,0.6752903211441,0.551470892698695,0.6237323134163372,0.6696683010787832,478
pred,p5,truck,0.7145244855433702,0.5095856860280037,0.5083426109049469,0.6667438809992745,80
pred,p5,bus,0.7024417042732238,0.556432250738144,0.630220187480251,0.6484042153988654,75
pred,p5,train,0.679001705890352,0.5543917986479673,0.6076470335776155,0.6776533516293223,22
pred,p5,motorcycle,0.6697604138684529,0.4128307102508442,0.3165173067721308,0.726868153740001,93
pred,p5,bicycle,0.7089376895719425,0.4585434488749576,0.4114094451913931,0.6718900488728933,331
