mode,layer,class_name,rel_l2,mae,mse,cosine,samples
outdated,p2,person,0.6568919340534103,0.5197651663846209,0.5677830742444481,0.688441090243973,401
outdated,p2,rider,0.6934008817722204,0.5410857387328808,0.6130320670620608,0.650535775361198,253
outdated,p2,car,0.5795820506297394,0.5907736403953331,0.7251677630882258,0.7489781531555945,478
outdated,p2,truck,0.6904196660965681,0.6253787586465478,0.7727355973329395,0.6642566704540513,80
outdated,p2,bus,0.6256999218463898,0.6108609078327815,0.7536996960639953,0.7180392931277553,75
outdated,p2,train,0.5888090750033205,0.6164069548249245,0.7553741518746723,0.7682395320047032,22
outdated,p2,motorcycle,0.7092881039265664,0.55592205014921,0.6145384934160018,0.6426309721233944,93
outdated,p2,bicycle,0.6927540191755914,0.5765950097688375,0.6839994487107881,0.6559927258957065,331
outdated,p3,person,0.6413581119919953,0.4758116652692048,0.47182357397181285,0.6979258486590559,401
outdated,p3,rider,0.6695905011515373,0.49326163325679634,0.5059838841242252,0.6691501612624102,253
outdated,p3,car,0.611417541646683,0.5475516007067519,0.622983221970031,0.7153001181103258,478
outdated,p3,truck,0.6902938611805439,0.5625482361763716,0.6221115961903706,0.6640846357680857,80
outdated,p3,bus,0.6545144814252853,0.5608861978848775,0.6336517044901848,0.689650223950545,75
outdated,p3,train,0.6297318623824553,0.5561174404892054,0.6156941587952051,0.7309198948470029,22
outdated,p3,motorcycle,0.6791296849648157,0.508475150232033,0.5064611894989847,0.6687091540705453,93
outdated,p3,bicycle,0.6875139500079198,0.5307365664227491,0.5784235419410075,0.6513511784303669,331
outdated,p4,person,0.6427713017957168,0.4813208820999709,0.47044220009001153,0.6997142959969058,401
outdated,p4,rider,0.6636216967944571,0.49851063565303216,0.5014929071900697,0.6800794685038595,253
outdated,p4,car,0.6303837203954553,0.5758010200127398,0.6789021554138028,0.6947686279038645,478
outdated,p4,truck,0.6956343483179808,0.5669865448027849,0.6294284091563895,0.6606605893233791,80
outdated,p4,bus,0.6736542745431264,0.5936576469739279,0.7023091811935107,0.6638372513403495,75
outdated,p4,train,0.6721087619662285,0.5960803241892294,0.7054435951127247,0.6808892237869176,22
outdated,p4,motorcycle,0.671277200502734,0.5236832304026491,0.526459758119878,0.6795012190617541,93
outdated,p4,bicycle,0.6877928399832587,0.5446039389402485,0.5990047421126298,0.6484825584131471,331
outdated,p5,person,0.6769437131627539,0.44391089276482637,0.3838251939500935,0.6908014685640163,401
outdated,p5,rider,0.6892141335802116,0.4330598114448574,0.3660235561857464,0.68832328200355,253
outdated,p5,car,0.6630765047532245,0.5716654788468921,0.6660503797821513,0.6764327692331661,478
outdated,p5,truck,0.7179032415151596,0.5263990225270391,0.5473558390513062,0.656685171276331,80
outdated,p5,bus,0.6924801341692607,0.5708276069164276,0.6586789178848267,0.656105999002854,75
outdated,p5,train,0.7068761444904588,0.603356736627492,0.7251809974285689,0.6444286812435497,22
