mode,layer,class_name,base_rel_l2,target_rel_l2,diff_rel_l2,base_mae,target_mae,diff_mae,base_mse,target_mse,diff_mse,base_cosine,target_cosine,diff_cosine,base_samples,target_samples
pred,p2,bicycle,0.611631918934897,0.5991649029163075,-0.01246701601858946,0.5079426922556857,0.48949751127342445,-0.018445180982261222,0.5503155419580481,0.5138529829506473,-0.03646255900740081,0.7250800361720355,0.736924613278016,0.011844577105980414,331,331
pred,p2,bus,0.5709427442153295,0.5825000740091006,0.01155732979377111,0.5540969940026601,0.5442347238461177,-0.009862270156542396,0.6374230403204759,0.6219374555100997,-0.015485584810376207,0.760785896802942,0.749164623618126,-0.011621273184815983,75,75
pred,p2,car,0.508988623012434,0.5150189781756331,0.006030355163199164,0.5163244670373874,0.4996763618670747,-0.016648105170312733,0.5769612428295781,0.543923121039214,-0.03303812179036403,0.8013777025511574,0.796104099866486,-0.0052736026846713635,478,478
pred,p2,motorcycle,0.6198727719245418,0.5970464888759839,-0.022826283048557938,0.4859179436199127,0.4588613072710653,-0.027056636348847418,0.489028975407603,0.44469564454129307,-0.04433333086630992,0.7166904256308592,0.7355391575644413,0.018848731933582163,93,93
pred,p2,person,0.5773470132353894,0.5712845672172798,-0.0060624460181095685,0.4559112276110863,0.4350210105317489,-0.020890217079337414,0.4551839591758767,0.4139928888956879,-0.04119107028018876,0.7505399768828342,0.7572352611726879,0.006695284289853665,401,401
pred,p2,rider,0.6114736872876114,0.600435297303049,-0.011038389984562413,0.47751488121366314,0.45568327499708167,-0.02183160621658148,0.4962488911427528,0.45570126158579183,-0.04054762955696095,0.7177940730830072,0.7269076202906808,0.009113547207673545,253,253
pred,p2,train,0.5494249943982471,0.5332125330513174,-0.016212461346929663,0.5753817869858309,0.5420262529091402,-0.033355534076690674,0.6856636963784695,0.60888219777156,-0.07678149860690942,0.7896541776982221,0.7997558279470964,0.010101650248874328,22,22
pred,p2,truck,0.6197831969708204,0.6047870673239231,-0.014996129646897338,0.5612829629331827,0.5306685365736484,-0.030614426359534264,0.6479107450228184,0.5914207791443914,-0.05648996587842703,0.7237421828293009,0.7296681035892106,0.00592592075990972,80,80
pred,p3,bicycle,0.6028246406432005,0.5916746545279135,-0.011149986115287058,0.4639648575437033,0.4515039268937356,-0.012460930649967727,0.4582440602365217,0.43455604466629355,-0.02368801557022815,0.7255775904911781,0.738650219205463,0.01307262871428494,331,331
pred,p3,bus,0.5931312255064647,0.5992563852667808,0.0061251597603161345,0.5046543288230896,0.5010992211103439,-0.0035551077127456976,0.5287719998011986,0.5297983871152003,0.001026387314001731,0.7377054718136787,0.7284757474064827,-0.00922972440719605,75,75
