mode,layer,class_name,base_rel_l2,target_rel_l2,diff_rel_l2,base_mae,target_mae,diff_mae,base_mse,target_mse,diff_mse,base_cosine,target_cosine,diff_cosine,base_samples,target_samples
pred,p3,car,0.5326763990970336,0.539144413802913,0.006468014705879432,0.4752255673033174,0.465042498258866,-0.010183069044451376,0.48996726433049,0.4706555084621526,-0.019311755868337388,0.7776884515594426,0.7722214748030801,-0.005466976756362429,478,478
pred,p3,motorcycle,0.5880497466492397,0.5685949165333983,-0.01945483011584137,0.44042747876336497,0.4193608342639862,-0.021066644499378784,0.39667828773619024,0.3639720935494669,-0.032706194186723325,0.7428050776693209,0.7606213498980768,0.017816272228755925,93,93
pred,p3,person,0.5603749418347851,0.5537605358849738,-0.0066144059498113306,0.4148469600185492,0.3982517435180576,-0.016595216500491616,0.373386818467363,0.3422425655355477,-0.031144252931815275,0.7613136436177088,0.7694338340587459,0.008120190441037067,401,401
pred,p3,rider,0.5894237430140435,0.5727313553745096,-0.016692387639533957,0.4342167161611229,0.416796694601713,-0.017420021559409915,0.40748584153049666,0.3761022563935386,-0.03138358513695805,0.734911885586928,0.7505140455886943,0.015602160001766285,253,253
pred,p3,train,0.5802125781774521,0.5566931353373961,-0.023519442840056026,0.5122364400462671,0.48718593608249317,-0.02505050396377395,0.5370840960266915,0.492131499404257,-0.044952596622434504,0.7613610449162397,0.7759817100384019,0.014620665122162202,22,22
pred,p3,truck,0.6195059821009636,0.6003170935437083,-0.019188888557255313,0.5041628210805357,0.48074090052396057,-0.023421920556575104,0.523500269302167,0.48155179000459614,-0.04194847929757084,0.7203617190243676,0.7324226794764399,0.012060960452072278,80,80
pred,p4,bicycle,0.6058873408825736,0.5970900833066497,-0.008797257575923867,0.4781392835463282,0.45043311680011516,-0.027706166746213012,0.47671245661173073,0.4258343519310937,-0.050878104680637026,0.7231075087615135,0.7393239628449026,0.01621645408338912,331,331
pred,p4,bus,0.6148392512400945,0.6131410576899846,-0.0016981935501099166,0.5380570908387502,0.5248391406734785,-0.013217950165271719,0.5922602223108212,0.5798268673320611,-0.01243335497876008,0.7124871840079625,0.7124761400868496,-1.1043921112952049e-05,75,75
pred,p4,car,0.5515872195487741,0.5592005291337997,0.007613309585025596,0.5018707820872882,0.48101133385587436,-0.020859448231413835,0.5366207345751227,0.49786815168063264,-0.03875258289449007,0.7614625589283979,0.7565720154656386,-0.0048905434627593,478,478
pred,p4,motorcycle,0.5867509563123027,0.5689387154835527,-0.017812240828749992,0.45760714735395164,0.42251544117286643,-0.0350917061810852,0.41878121750809816,0.3592467065900564,-0.05953451091804174,0.7496693313362137,0.770604388312667,0.02093505697645326,93,93
pred,p4,person,0.5656502716001727,0.5522178260428352,-0.013432445557337469,0.4226702252342517,0.3937377155644638,-0.028932509669787887,0.37466474147304485,0.32498951237462925,-0.049675229098415596,0.7619170773390592,0.7791004551579233,0.017183377818864032,401,401
pred,p4,rider,0.5873271123811662,0.5668198929532714,-0.020507219427894796,0.4408448983145797,0.4117747424796165,-0.029070155834963196,0.40593437540157157,0.35637520116720744,-0.04955917423436412,0.7440098932992093,0.766511308375319,0.0225014150761097,253,253
pred,p4,train,0.6141645867716182,0.5850945839827711,-0.029070002788847082,0.5441781356930733,0.5104497589848258,-0.033728376708247465,0.600654792717912,0.5332628773017363,-0.06739191541617573,0.7250894043933261,0.7517828656868502,0.026693461293524012,22,22
pred,p4,truck,0.6300080874934793,0.6006106188520789,-0.02939746864140036,0.5119252452626825,0.4800530275329947,-0.031872217729687735,0.5374361218884587,0.47559368759393694,-0.06184243429452174,0.7115732637699693,0.7388127172365785,0.027239453466609165,80,80
pred,p5,bicycle,0.6384537616615209,0.6396860418182846,0.0012322801567636876,0.43408514509748475,0.4128067569520178,-0.021278388145466953,0.37732307073798066,0.3411207005910553,-0.036202370146925344,0.7184334468811165,0.728879122294238,0.010445675413121469,331,331
pred,p5,bus,0.6341787292559942,0.6329095909992853,-0.0012691382567088239,0.5205238640308381,0.5006205733617147,-0.01990329066912333,0.5581089779486259,0.5265629810591539,-0.03154599688947202,0.70709172864755,0.7092852422532936,0.002193513605743602,75,75
pred,p5,car,0.5896552167365242,0.6036044703835474,0.013949253647023152,0.5064786942558808,0.49166452894026264,-0.014814165315618133,0.5371784355460226,0.5108872437128743,-0.02629119183314832,0.7422800250858006,0.7321973070326927,-0.010082718053107897,478,478
pred,p5,motorcycle,0.6226034949543655,0.612424803196743,-0.010178691757622538,0.4009862668732161,0.3769912577124052,-0.023995009160810876,0.30645599825087416,0.2709717406460675,-0.03548425760480667,0.7484229888005923,0.7665691854812766,0.01814619668068429,93,93
pred,p5,person,0.6076629525259546,0.6057858623174063,-0.0018770902085483154,0.3976863566739601,0.376762430548222,-0.020923926125738068,0.31454888242819434,0.2795677138771165,-0.03498116855107786,0.7483886165348139,0.760888184469537,0.012499567934723066,401,401
pred,p5,rider,0.6218069029655381,0.6129446893105865,-0.008862213654951545,0.39092708638180856,0.3703119079527176,-0.02061517842909094,0.3047510697377529,0.27083073898398946,-0.03392033075376344,0.7432306240581477,0.76210732984802,0.018876705789872328,253,253
pred,p5,train,0.6461035575379025,0.6272425116463141,-0.018861045891588435,0.5479857853867791,0.5104788948189128,-0.03750689056786627,0.6108097120780837,0.5283293807032433,-0.08248033137484034,0.6985955675217238,0.7220796343277801,0.023484066806056303,22,22
pred,p5,truck,0.659606415592134,0.6463913299143315,-0.013215085677802496,0.48228794895112514,0.4588480157777667,-0.023439933173358463,0.47776077440939846,0.4197241500020027,-0.058036624407395765,0.7039297873452597,0.7244070385582745,0.020477251213014802,80,80
