mode,samples,mae_mean,mae_std,nmse_mean,nmse_std,cosine_mean,cosine_std
outdated,500,0.6940170065164566,0.18401245627417162,1.4627181593775749,0.9444370592227431,0.5523549413383007,0.19247387419884943
pred,500,0.6128878358602524,0.16348730157273006,1.0637008146941662,0.5281867949802226,0.54881785043329,0.19533498790406667
