sample_idx,mode,mae,nmse,cosine
0,outdated,0.5493124127388,1.4530829191207886,0.5622596740722656
0,pred,0.4345415234565735,0.8851532936096191,0.6140322685241699
1,outdated,0.5434037446975708,0.8276045322418213,0.6601485013961792
1,pred,0.4728964865207672,0.5938265323638916,0.6839796900749207
2,outdated,0.3972320258617401,0.45659947395324707,0.7740746736526489
2,pred,0.37386733293533325,0.42307767271995544,0.7902938723564148
3,outdated,0.6200352907180786,1.9864170551300049,0.8822530508041382
3,pred,0.532246470451355,1.4525583982467651,0.9101983308792114
4,outdated,0.8631933927536011,1.5912461280822754,0.5626147985458374
4,pred,0.7274797558784485,1.1725425720214844,0.5401913523674011
5,outdated,0.849204957485199,1.5032755136489868,0.643444836139679
5,pred,0.7048015594482422,1.1730973720550537,0.6149647235870361
6,outdated,0.6850854754447937,1.0037057399749756,0.4069138765335083
6,pred,0.6415157914161682,0.9067782759666443,0.37303608655929565
7,outdated,0.9582058191299438,4.774840831756592,0.34659212827682495
7,pred,0.7674349546432495,3.0908310413360596,0.3411630392074585
8,outdated,0.7879793643951416,1.4034504890441895,0.7351329922676086
8,pred,0.6868589520454407,1.1258622407913208,0.7155794501304626
9,outdated,0.6902589797973633,0.5768853425979614,0.7174685597419739
9,pred,0.6063973903656006,0.4569006860256195,0.7396321892738342
10,outdated,1.0183863639831543,2.3799381256103516,0.5281253457069397
10,pred,0.7705464959144592,1.5565012693405151,0.6360042095184326
11,outdated,0.9937475919723511,1.6679340600967407,0.33892732858657837
11,pred,0.9358980655670166,1.3996303081512451,0.3475700914859772
12,outdated,0.5959122180938721,1.8071337938308716,0.8017494082450867
12,pred,0.3469623327255249,0.6664478778839111,0.8295487761497498
13,outdated,0.7304065227508545,1.1338520050048828,0.4634808301925659
13,pred,0.6431519985198975,1.0069764852523804,0.3895641565322876
14,outdated,0.8318321704864502,5.017261505126953,0.455295592546463
14,pred,0.6508787870407104,3.131361246109009,0.4447813630104065
15,outdated,1.0233466625213623,2.0470492839813232,0.5350881218910217
15,pred,0.8578116297721863,1.5924561023712158,0.5271990895271301
16,outdated,1.1388598680496216,0.9785681366920471,0.7197815775871277
16,pred,1.0986623764038086,0.9159661531448364,0.6904394030570984
17,outdated,0.9455640912055969,0.8423014283180237,0.5046800971031189
17,pred,0.8558453321456909,0.7233701944351196,0.5309870839118958
18,outdated,0.512459933757782,0.7771075963973999,0.5382395386695862
18,pred,0.5200563073158264,0.7211934924125671,0.5297209024429321
19,outdated,0.5080547332763672,0.4678809642791748,0.896790087223053
19,pred,0.47757720947265625,0.42750269174575806,0.9304373264312744
20,outdated,0.6825578212738037,1.000451922416687,0.4884265959262848
20,pred,0.6303536891937256,0.8875533938407898,0.4596479535102844
21,outdated,0.834693193435669,0.8139403462409973,0.7344250679016113
21,pred,0.8359207510948181,0.8636810183525085,0.6802058815956116
22,outdated,0.8314468860626221,1.4112497568130493,0.4612511694431305
22,pred,0.7694152593612671,1.210318922996521,0.3796592950820923
23,outdated,0.5015217661857605,0.3332720398902893,0.8199395537376404
23,pred,0.5723048448562622,0.4204029142856598,0.8193517923355103
24,outdated,0.8485345840454102,1.5517711639404297,0.3857007920742035
24,pred,0.7536099553108215,1.152632474899292,0.37749379873275757
25,outdated,0.5790038108825684,0.48976996541023254,0.7936379313468933
25,pred,0.5359236001968384,0.4184952676296234,0.7879348993301392
26,outdated,0.4617224335670471,0.8242294788360596,0.6752474308013916
26,pred,0.3820748031139374,0.5674014091491699,0.7218573689460754
27,outdated,0.9014189839363098,1.037118911743164,0.5071761608123779
27,pred,0.801027774810791,0.8981692790985107,0.4866963028907776
28,outdated,0.6532984972000122,1.0943074226379395,0.5904355645179749
28,pred,0.6189518570899963,1.0011259317398071,0.5054762959480286
29,outdated,0.518299400806427,0.6337758302688599,0.637943685054779
29,pred,0.5370173454284668,0.6864060759544373,0.6162072420120239
30,outdated,0.9179702997207642,0.7405173778533936,0.5577152967453003
30,pred,0.9473208785057068,0.8095889687538147,0.5617748498916626
31,outdated,1.0591835975646973,1.1368765830993652,0.5733533501625061
31,pred,1.021017074584961,1.0515167713165283,0.6133107542991638
32,outdated,0.4749888777732849,0.827876091003418,0.7029377818107605
32,pred,0.3718234896659851,0.48284828662872314,0.7460213303565979
33,outdated,0.36561018228530884,0.3331698179244995,0.8283462524414062
33,pred,0.4080880880355835,0.45409706234931946,0.81429123878479
34,outdated,0.681374192237854,0.615783154964447,0.6894542574882507
34,pred,0.5635296106338501,0.45737388730049133,0.7588428854942322
35,outdated,0.8528246283531189,1.528220772743225,0.5682530403137207
35,pred,0.7421983480453491,1.2349623441696167,0.4653635621070862
36,outdated,0.6887179017066956,1.4151835441589355,0.5008352398872375
36,pred,0.6290489435195923,1.05880606174469,0.5106725692749023
37,outdated,0.8437996506690979,1.8414266109466553,0.31881183385849
37,pred,0.7420929670333862,1.2935494184494019,0.3234412372112274
38,outdated,0.9659683108329773,1.9781508445739746,0.3291778266429901
38,pred,0.7318567037582397,1.1592482328414917,0.3871194124221802
39,outdated,0.5738399028778076,0.865243673324585,0.5384201407432556
39,pred,0.545727014541626,0.7047755718231201,0.54637610912323
40,outdated,0.5133304595947266,1.171080231666565,0.4699229896068573
40,pred,0.4697754681110382,0.9053192138671875,0.49003052711486816
41,outdated,0.7269165515899658,1.310070514678955,0.4778885245323181
41,pred,0.6634675860404968,1.001028060913086,0.4301368296146393
42,outdated,0.6057420969009399,1.0342655181884766,0.8508690595626831
42,pred,0.4499223232269287,0.5288586616516113,0.8312292695045471
43,outdated,0.8924449682235718,1.2598991394042969,0.35943910479545593
43,pred,0.8226571083068848,1.1073697805404663,0.21036668121814728
44,outdated,0.8672080039978027,3.9192867279052734,0.5255040526390076
44,pred,0.6562843918800354,2.210291624069214,0.4832196533679962
45,outdated,0.3388465642929077,0.8488184213638306,0.5874148607254028
45,pred,0.28887832164764404,0.6374399065971375,0.6187223792076111
46,outdated,0.5840752124786377,0.5753467082977295,0.7273638844490051
46,pred,0.48860615491867065,0.46882346272468567,0.732845664024353
47,outdated,0.9586760401725769,1.8060731887817383,0.050816815346479416
47,pred,0.8099466562271118,1.2820935249328613,0.08498667180538177
48,outdated,0.9179022908210754,0.8591594099998474,0.5995577573776245
48,pred,0.8575868606567383,0.7918949127197266,0.5932754278182983
49,outdated,0.6586934328079224,0.9487189650535583,0.649569034576416
49,pred,0.4850556254386902,0.5698188543319702,0.6896775960922241
50,outdated,0.8342580199241638,1.0768203735351562,0.31658345460891724
50,pred,0.7876440286636353,0.9298266768455505,0.31904810667037964
51,outdated,0.925716757774353,2.0697548389434814,0.6230451464653015
51,pred,0.7962198257446289,1.5502030849456787,0.6213763952255249
52,outdated,0.5471198558807373,0.5005174279212952,0.7656689882278442
52,pred,0.6360515356063843,0.5156455039978027,0.800342321395874
53,outdated,0.7651001811027527,0.9550483822822571,0.6494240760803223
53,pred,0.6224801540374756,0.6933344006538391,0.6395741701126099
54,outdated,0.6761549711227417,1.293527364730835,0.7025952339172363
54,pred,0.5897248387336731,0.9499244689941406,0.6745207905769348
55,outdated,0.6415767073631287,1.2505764961242676,0.544417679309845
55,pred,0.5997884273529053,1.0242009162902832,0.5526360869407654
56,outdated,0.5067886710166931,1.0971587896347046,0.5610695481300354
56,pred,0.4686618447303772,0.9530855417251587,0.4607522785663605
57,outdated,0.8168746829032898,1.4578040838241577,0.2578675150871277
57,pred,0.6972529888153076,1.0342230796813965,0.3385302722454071
58,outdated,0.7723408937454224,0.7306433320045471,0.5315791368484497
58,pred,0.7614198923110962,0.7360376119613647,0.5911497473716736
59,outdated,0.42145225405693054,0.5005919933319092,0.8171701431274414
59,pred,0.3488031029701233,0.33530309796333313,0.8285595178604126
60,outdated,0.6166080832481384,1.3279094696044922,0.32120952010154724
60,pred,0.5899738073348999,1.1213458776474,0.43365994095802307
61,outdated,0.6624525785446167,1.7997245788574219,0.8661862015724182
61,pred,0.585814893245697,1.376523733139038,0.8738110661506653
62,outdated,0.3941897749900818,0.44602400064468384,0.8192633986473083
62,pred,0.34437233209609985,0.30945885181427,0.8329572081565857
63,outdated,0.9220446348190308,3.7384231090545654,0.43795186281204224
63,pred,0.6716398000717163,2.079368829727173,0.5097891092300415
64,outdated,0.6601933240890503,2.1071105003356934,0.32688337564468384
64,pred,0.5139486193656921,1.4892563819885254,0.3298637568950653
65,outdated,0.7917585968971252,2.936119318008423,0.34860676527023315
65,pred,0.6294690370559692,1.8184632062911987,0.33271071314811707
66,outdated,0.776911735534668,2.9187498092651367,0.38839858770370483
66,pred,0.6651735305786133,2.1646065711975098,0.45119011402130127
67,outdated,0.606529176235199,1.4832675457000732,0.47943052649497986
67,pred,0.5645308494567871,1.0075050592422485,0.44556689262390137
68,outdated,0.8306868672370911,0.8550080060958862,0.7785840630531311
68,pred,0.6791738867759705,0.6342302560806274,0.7720648050308228
69,outdated,0.3760707378387451,0.2239415943622589,0.9088860154151917
69,pred,0.36018645763397217,0.22350801527500153,0.931397020816803
70,outdated,0.8676611185073853,1.6559675931930542,0.26460084319114685
70,pred,0.823639988899231,1.302599310874939,0.2545996606349945
71,outdated,0.5773746967315674,1.447403073310852,0.34169691801071167
71,pred,0.4947677552700043,0.9906018376350403,0.41559723019599915
72,outdated,0.7036709785461426,0.9300720691680908,0.41567739844322205
72,pred,0.6959919929504395,0.8624928593635559,0.41443800926208496
73,outdated,0.5475705862045288,0.6829794049263,0.6822225451469421
73,pred,0.49655425548553467,0.5729731917381287,0.7114381194114685
74,outdated,1.034374713897705,2.8507626056671143,0.24315324425697327
74,pred,0.8608489036560059,1.8978849649429321,0.16319891810417175
75,outdated,0.6352000832557678,1.7672451734542847,0.2543240785598755
75,pred,0.5966843366622925,1.4923325777053833,0.3133496940135956
76,outdated,0.5647872090339661,1.051759958267212,0.564042866230011
76,pred,0.5406968593597412,0.8175743222236633,0.5148105621337891
77,outdated,0.397375226020813,0.3055506646633148,0.9221510291099548
77,pred,0.4004879593849182,0.28408992290496826,0.9044061899185181
78,outdated,1.0089287757873535,1.9977071285247803,0.6314331889152527
78,pred,0.8955898284912109,1.4915544986724854,0.6009659767150879
79,outdated,0.9393813014030457,6.456820011138916,0.6709302663803101
79,pred,0.6534431576728821,3.23710036277771,0.7446414232254028
80,outdated,0.8044120669364929,4.862797260284424,0.30325847864151
80,pred,0.5835973024368286,2.694275140762329,0.23468998074531555
81,outdated,0.9207092523574829,1.3969241380691528,0.4854126274585724
81,pred,0.7650187015533447,0.9375646710395813,0.5088502764701843
82,outdated,0.5336130857467651,0.9401286840438843,0.35810670256614685
82,pred,0.5318119525909424,0.9436020255088806,0.3128160536289215
83,outdated,0.6059880256652832,0.9429925084114075,0.6692607402801514
83,pred,0.6057697534561157,0.7425113320350647,0.7315377593040466
84,outdated,0.7344633340835571,1.640936255455017,0.49646303057670593
84,pred,0.6529068350791931,1.220262885093689,0.5732302665710449
85,outdated,0.38411206007003784,0.5449436902999878,0.7034740447998047
85,pred,0.42642518877983093,0.6092997789382935,0.6513028144836426
86,outdated,0.536625862121582,0.49933451414108276,0.7927864789962769
86,pred,0.4847548007965088,0.4789040684700012,0.7471605539321899
87,outdated,0.9326528310775757,3.8826184272766113,0.34815850853919983
87,pred,0.7103082537651062,2.3138046264648438,0.2375253140926361
88,outdated,0.7645883560180664,2.0637502670288086,0.5426653027534485
88,pred,0.6449985504150391,1.5705623626708984,0.5658895969390869
89,outdated,0.7133678197860718,1.0131263732910156,0.442404568195343
89,pred,0.6512385606765747,0.8713707327842712,0.4643121361732483
90,outdated,0.8051015138626099,1.1710628271102905,0.4264630377292633
90,pred,0.7457261085510254,1.0212947130203247,0.42511072754859924
91,outdated,0.9155126810073853,1.5948320627212524,0.15115231275558472
91,pred,0.8307191133499146,1.1809390783309937,0.16982388496398926
92,outdated,0.7640551328659058,2.032153367996216,0.5632873773574829
92,pred,0.5837435722351074,1.361162543296814,0.5697253942489624
93,outdated,0.6062481999397278,1.5426650047302246,0.6825692653656006
93,pred,0.5391604900360107,1.1132787466049194,0.7086740136146545
94,outdated,0.5069146156311035,1.807029128074646,0.44176602363586426
94,pred,0.4686373174190521,1.4799669981002808,0.4577828645706177
95,outdated,0.6275132894515991,1.2756848335266113,0.8278204798698425
95,pred,0.49246296286582947,0.7608553171157837,0.7662741541862488
96,outdated,0.9439513683319092,2.282658100128174,0.32954296469688416
96,pred,0.769314169883728,1.4449061155319214,0.30318984389305115
97,outdated,0.7604372501373291,1.1890580654144287,0.5193668603897095
97,pred,0.6749586462974548,1.0180940628051758,0.3932023346424103
98,outdated,0.5187702775001526,0.3774789869785309,0.7951545715332031
98,pred,0.6130908727645874,0.45269185304641724,0.7974024415016174
99,outdated,0.6322716474533081,1.1912239789962769,0.6512517929077148
99,pred,0.5007442235946655,0.8049775958061218,0.6427086591720581
100,outdated,0.4357607960700989,0.5411206483840942,0.8474161624908447
100,pred,0.3781241774559021,0.39610815048217773,0.8654130697250366
101,outdated,0.6156319379806519,0.8325832486152649,0.5935455560684204
101,pred,0.5133870244026184,0.7083407640457153,0.6627960801124573
102,outdated,0.917081356048584,3.933767318725586,0.39182883501052856
102,pred,0.7345526218414307,2.5239181518554688,0.38073813915252686
103,outdated,0.671070396900177,0.7860442996025085,0.48845168948173523
103,pred,0.6746149063110352,0.7330836653709412,0.5513995289802551
104,outdated,1.2019929885864258,1.8709962368011475,0.3337290585041046
104,pred,1.0583621263504028,1.3943036794662476,0.2912106513977051
105,outdated,0.4212847650051117,0.5470966100692749,0.9062469601631165
105,pred,0.3163328766822815,0.265678346157074,0.9419971108436584
106,outdated,0.6771674156188965,0.5269927978515625,0.7100309133529663
106,pred,0.6698529720306396,0.5471736788749695,0.759955644607544
107,outdated,0.5652650594711304,1.0115872621536255,0.7507121562957764
107,pred,0.47510963678359985,0.676847517490387,0.7793750762939453
108,outdated,0.6485745906829834,3.005847930908203,0.21468603610992432
108,pred,0.48796266317367554,1.7891923189163208,0.21928736567497253
109,outdated,0.6068199872970581,0.7537223696708679,0.5640267729759216
109,pred,0.6166556477546692,0.8037735223770142,0.5076731443405151
110,outdated,0.4953903555870056,1.1032390594482422,0.4842822551727295
110,pred,0.4930292069911957,0.9684845209121704,0.4334467351436615
111,outdated,0.4258905351161957,0.36719849705696106,0.8143731951713562
111,pred,0.43183648586273193,0.386239230632782,0.8018290996551514
112,outdated,0.8332148194313049,1.2411277294158936,0.4910217821598053
112,pred,0.7149785757064819,0.9385073184967041,0.4861622154712677
113,outdated,0.5629169940948486,0.686799168586731,0.7048559784889221
113,pred,0.5057473182678223,0.5789564847946167,0.7039926052093506
114,outdated,0.823113203048706,2.208061933517456,0.12931381165981293
114,pred,0.6893700361251831,1.4704099893569946,0.08850288391113281
115,outdated,0.8667210340499878,2.902998924255371,0.18608006834983826
115,pred,0.6441928744316101,1.717753529548645,0.19341644644737244
116,outdated,0.8318219184875488,2.159599542617798,0.7131495475769043
116,pred,0.709892988204956,1.5624704360961914,0.6994786262512207
117,outdated,0.4637690484523773,0.42912909388542175,0.7653316855430603
117,pred,0.4550343453884125,0.45045965909957886,0.7877512574195862
118,outdated,0.7878525257110596,1.2294154167175293,0.297154039144516
118,pred,0.6498545408248901,0.9698408842086792,0.330953449010849
119,outdated,0.7851779460906982,2.123328447341919,0.6689348816871643
119,pred,0.6799353361129761,1.4944064617156982,0.5960503220558167
120,outdated,0.5488523244857788,1.3669365644454956,0.45639756321907043
120,pred,0.5202984809875488,1.0657858848571777,0.4601166248321533
121,outdated,0.9978939294815063,2.191650867462158,0.6082636117935181
121,pred,0.8645268082618713,1.6302471160888672,0.5811922550201416
122,outdated,0.7600891590118408,2.2907376289367676,0.11995434761047363
122,pred,0.6355454325675964,1.7062867879867554,0.10064420849084854
123,outdated,0.5670250654220581,1.991454839706421,0.4235878586769104
123,pred,0.4341428577899933,1.1911907196044922,0.4706248641014099
124,outdated,0.679908812046051,1.0378832817077637,0.5484618544578552
124,pred,0.6068458557128906,0.881600022315979,0.5536686182022095
125,outdated,0.5402109622955322,0.7117677330970764,0.6729190349578857
125,pred,0.5108751058578491,0.6036744713783264,0.6326773166656494
126,outdated,0.8947935700416565,0.8697459697723389,0.414949506521225
126,pred,0.8724119663238525,0.8386310338973999,0.4529518485069275
127,outdated,0.8055992722511292,0.8489245176315308,0.5528100728988647
127,pred,0.7502196431159973,0.8597391247749329,0.49181482195854187
128,outdated,0.615437924861908,1.0115538835525513,0.6994081139564514
128,pred,0.527633547782898,0.776348888874054,0.6753680109977722
129,outdated,0.43977081775665283,0.43228453397750854,0.845558226108551
129,pred,0.37270358204841614,0.3103463649749756,0.8388471603393555
130,outdated,0.627125084400177,1.3192956447601318,0.39926278591156006
130,pred,0.5971348881721497,1.1205761432647705,0.3171157240867615
131,outdated,0.5082640647888184,0.5129170417785645,0.7515386343002319
131,pred,0.48780879378318787,0.5567745566368103,0.7412177324295044
132,outdated,0.8395098447799683,1.1811840534210205,0.38261932134628296
132,pred,0.8046653270721436,1.0172736644744873,0.3276843726634979
133,outdated,0.5000581741333008,0.911376416683197,0.6453935503959656
133,pred,0.4787371754646301,0.7913747429847717,0.6128191947937012
134,outdated,0.8347741365432739,1.698799729347229,0.0673321858048439
134,pred,0.7414318919181824,1.3877102136611938,0.06616301089525223
135,outdated,1.0337212085723877,2.6930596828460693,0.37388134002685547
135,pred,0.8433781266212463,1.7625490427017212,0.3167807161808014
136,outdated,0.6919869184494019,0.8611176013946533,0.7349017858505249
136,pred,0.5776712894439697,0.7845879197120667,0.6944511532783508
137,outdated,0.9014187455177307,1.3377915620803833,0.29662370681762695
137,pred,0.8190720081329346,1.1111632585525513,0.2960090637207031
138,outdated,0.4813062846660614,0.6440087556838989,0.7179088592529297
138,pred,0.395060658454895,0.5279653072357178,0.6914471983909607
139,outdated,0.566677451133728,0.7521471381187439,0.717566967010498
139,pred,0.5853292942047119,0.7067760229110718,0.7186588048934937
140,outdated,0.8014479875564575,1.901426076889038,0.15138587355613708
140,pred,0.6589269638061523,1.3505874872207642,0.0910780057311058
141,outdated,0.40887877345085144,1.4839192628860474,0.7288152575492859
141,pred,0.27657634019851685,0.6305484175682068,0.7603089213371277
142,outdated,0.853272020816803,4.236021518707275,0.36097580194473267
142,pred,0.7394458055496216,2.9315545558929443,0.4266626536846161
143,outdated,0.6897477507591248,0.8775386214256287,0.6701919436454773
143,pred,0.6321825981140137,0.7224549055099487,0.6098741888999939
144,outdated,0.6241185665130615,1.7106126546859741,0.4063743054866791
144,pred,0.5050628185272217,1.083785891532898,0.42585289478302
145,outdated,0.6145592927932739,1.1007355451583862,0.6398440599441528
145,pred,0.5234033465385437,0.8549560904502869,0.6819707751274109
146,outdated,0.9297045469284058,1.2601557970046997,0.0579695887863636
146,pred,0.8646154403686523,1.0703654289245605,0.11042357236146927
147,outdated,0.8078221082687378,3.8176865577697754,0.5873072743415833
147,pred,0.6513234376907349,2.25162935256958,0.6472166180610657
148,outdated,0.430267870426178,0.28906378149986267,0.844668984413147
148,pred,0.46881914138793945,0.3535688817501068,0.8560073375701904
149,outdated,0.9879123568534851,2.6718809604644775,0.36869490146636963
149,pred,0.8609201312065125,1.9900705814361572,0.3917156457901001
150,outdated,0.5118723511695862,1.0219154357910156,0.14380396902561188
150,pred,0.5066802501678467,1.044155240058899,0.0880931094288826
151,outdated,0.6931305527687073,1.6350082159042358,0.49917176365852356
151,pred,0.5636602640151978,1.071629285812378,0.44948872923851013
152,outdated,0.5959351062774658,2.010472059249878,0.4973795413970947
152,pred,0.46905991435050964,1.3859851360321045,0.4675152003765106
153,outdated,0.4580589532852173,0.8636935353279114,0.6658437848091125
153,pred,0.42313849925994873,0.6323456168174744,0.6751426458358765
154,outdated,0.7127664089202881,1.3264365196228027,0.7928247451782227
154,pred,0.6779972910881042,1.175453543663025,0.8160134553909302
155,outdated,0.9797878265380859,2.366382122039795,0.426888108253479
155,pred,0.7867932319641113,1.737868309020996,0.501684844493866
156,outdated,0.6267707347869873,0.9772646427154541,0.3731592893600464
156,pred,0.6353693604469299,0.8608092069625854,0.4717559218406677
157,outdated,0.5636637210845947,0.5269068479537964,0.7456656098365784
157,pred,0.5742651224136353,0.5228230357170105,0.7229198813438416
158,outdated,0.8256456851959229,1.0848057270050049,0.6453799605369568
158,pred,0.6890223026275635,0.7481898069381714,0.6244750022888184
159,outdated,0.45373356342315674,1.2453687191009521,0.5601180195808411
159,pred,0.3444278836250305,0.7586442232131958,0.6206680536270142
160,outdated,0.9627134799957275,1.4986804723739624,0.5577951073646545
160,pred,0.8326854705810547,1.175069808959961,0.6418377757072449
161,outdated,0.6485946774482727,0.51347416639328,0.8342059850692749
161,pred,0.7374628782272339,0.6463176608085632,0.8277707695960999
162,outdated,1.0989570617675781,1.5503257513046265,0.32320040464401245
162,pred,0.9665296077728271,1.2350854873657227,0.20857368409633636
163,outdated,0.7716176509857178,1.1166260242462158,0.36496832966804504
163,pred,0.639018177986145,0.9666742086410522,0.328296035528183
164,outdated,0.46592938899993896,1.3479416370391846,0.6242773532867432
164,pred,0.4079756438732147,0.9877895712852478,0.5192780494689941
165,outdated,0.48464611172676086,1.0131072998046875,0.7014351487159729
165,pred,0.3618801236152649,0.560350239276886,0.7408724427223206
166,outdated,1.1330642700195312,3.827147960662842,0.7956691384315491
166,pred,0.9364309310913086,2.6251964569091797,0.7196828722953796
167,outdated,0.49939483404159546,0.737786054611206,0.6620432138442993
167,pred,0.4929412603378296,0.6547859907150269,0.626862645149231
168,outdated,0.623015820980072,0.8190243244171143,0.6426903605461121
168,pred,0.6101431250572205,0.8065837025642395,0.5985171794891357
169,outdated,1.0416312217712402,1.15378999710083,0.5162250399589539
169,pred,0.9889727830886841,1.0406255722045898,0.4993837773799896
170,outdated,0.7048709988594055,2.446383237838745,0.45152583718299866
170,pred,0.5497139692306519,1.6345598697662354,0.5426734685897827
171,outdated,0.6328578591346741,1.37941575050354,0.4872758984565735
171,pred,0.580477774143219,1.1613903045654297,0.519341766834259
172,outdated,0.7555674910545349,0.7402946352958679,0.5354968905448914
172,pred,0.7524445056915283,0.7107874751091003,0.5761643052101135
173,outdated,0.4787822365760803,0.3908510208129883,0.8014577627182007
173,pred,0.5942773818969727,0.5028813481330872,0.7424765825271606
174,outdated,0.7161099314689636,2.3040518760681152,0.6665117740631104
174,pred,0.5073860883712769,1.1746073961257935,0.7119163274765015
175,outdated,0.5648556351661682,0.7692676186561584,0.6033915877342224
175,pred,0.5262007117271423,0.6881439685821533,0.5942373275756836
176,outdated,0.4785659909248352,0.8480573296546936,0.7020980715751648
176,pred,0.44039803743362427,0.7474437952041626,0.7509019374847412
177,outdated,0.47033700346946716,0.7633865475654602,0.6223282217979431
177,pred,0.457312673330307,0.7270036935806274,0.5553016662597656
178,outdated,0.6404786705970764,1.360426902770996,0.3550451397895813
178,pred,0.643451452255249,1.1390119791030884,0.3087182641029358
179,outdated,0.4734499752521515,0.5575190782546997,0.7927870750427246
179,pred,0.47659832239151,0.5143656730651855,0.8392277359962463
180,outdated,0.9587224721908569,1.3906673192977905,0.5126841068267822
180,pred,0.7798840403556824,0.8852983713150024,0.5161279439926147
181,outdated,0.8933916687965393,1.179251790046692,0.4620817005634308
181,pred,0.8421280384063721,1.0025187730789185,0.3834019601345062
182,outdated,0.5857308506965637,0.5200707316398621,0.7997103333473206
182,pred,0.5007142424583435,0.40235134959220886,0.8210498094558716
183,outdated,0.7578163743019104,0.9931244850158691,0.45439958572387695
183,pred,0.6623790264129639,0.797240138053894,0.47885656356811523
184,outdated,0.8111182451248169,2.439321517944336,0.34776851534843445
184,pred,0.5822828412055969,1.2142307758331299,0.4361869692802429
185,outdated,0.5786629319190979,0.9520094990730286,0.8408554196357727
185,pred,0.3921293318271637,0.36816471815109253,0.8644468188285828
186,outdated,0.705498456954956,1.9940805435180664,0.2975694537162781
186,pred,0.6147700548171997,1.5748077630996704,0.2709875702857971
187,outdated,0.791773796081543,1.774918794631958,0.13235799968242645
187,pred,0.752298891544342,1.451154351234436,0.11687148362398148
188,outdated,0.6975854635238647,1.1438697576522827,0.29269248247146606
188,pred,0.6658795475959778,1.0053045749664307,0.3092147707939148
189,outdated,0.34684526920318604,0.6960488557815552,0.7248519062995911
189,pred,0.389803946018219,0.8194147348403931,0.6838826537132263
190,outdated,0.8550834655761719,1.8657528162002563,0.3478659987449646
190,pred,0.724510908126831,1.3040419816970825,0.40976855158805847
191,outdated,0.566111147403717,0.5110667943954468,0.795451283454895
191,pred,0.5145930051803589,0.3815665543079376,0.8010321259498596
